Disease_name,疾病名称（中文）,OMIM_id,Disease_name,OMIM英文名,OMIM中文名,Phenotype,遗传模式,incomplete penetrance,没有
Autosomal dominant intermediate Charcot-Marie-Tooth disease type A,charcot-marie-tooth病显性中间型A,606483,,,,节段性末梢性脱髓鞘，远端肌无力，异质性的，肌肉痉挛，远端肌肉萎缩，洋葱鳞茎形成，轴索变性/再生腱反射减弱，足背屈无力，跨阈步态，节段性神经末梢脱髓鞘/髓鞘再生，神经反射消失，高弓足，远端感觉障碍，远端肌肉萎缩，远端肌无力，发病期,AD,,
Autosomal dominant intermediate Charcot-Marie-Tooth disease type B,charcot-marie-tooth病显性中间型B,606482,,charcot-marie-tooth disease，dominant intermediate B,charcot-marie-tooth病显性中间型B,远端肌无力，轴索变性，节段性末梢性脱髓鞘，节段性神经末梢脱髓鞘/髓鞘再生，远端肌肉萎缩，异质性的，神经反射消失，高弓足，洋葱鳞茎形成，腱反射减弱，周围有髓鞘神经纤维数量减少，青少年性发病，远端肌无力，远端感觉障碍，远端肌肉萎缩,AD,,
Autosomal dominant intermediate Charcot-Marie-Tooth disease type C,charcot-marie-tooth病显性中间型C,608323,,charcot-marie-tooth disease，dominant intermediate C,charcot-marie-tooth病显性中间型C,异质性的，上肢肌无力，远端肌肉萎缩，远端感觉障碍，轴突再生，足部异常，远端肌无力,AD,,
Autosomal dominant intermediate Charcot-Marie-Tooth disease type D,charcot-marie-tooth病显性中间型D,607791,,charcot-marie-tooth disease，dominant intermediate D,charcot-marie-tooth病显性中间型D,远端肌无力，神经反射消失，腱反射减弱，远端感觉障碍，上肢肌无力，远端肌肉萎缩，节段性神经末梢脱髓鞘/髓鞘再生，轴索变性/再生,AD,,
Hereditary angioedema type 1,遗传性血管性水肿1或2型,106100,,hereditary angioedema type 1 and type 2,遗传性血管性水肿1或2型,"红斑，自身免疫，轴索性周围神经病，血管性水肿，
喉头水肿，咽部水肿，呕吐，腹痛，腹泻，肠道水肿，喉部异常",AD,,
ACys amyloidosis,CST3相关脑淀粉样血管病,105150,,CST3-related cerebral amyloid angiopathy,CST3相关脑淀粉样血管病,卒中，脑出血，淀粉样变，脑淀粉，血管病,,,
"ABeta amyloidosis, Dutch type",APP相关脑淀粉样血管病,605714,,APP-related cerebral amyloid angiopathy,APP相关脑淀粉样血管病,"行为异常，痴呆，癫痫发作，智能衰退，卒中，脑出血，头痛
脑钙化，脑淀粉样血管病",,,
Complex regional pain syndrome type 1,复杂区域疼痛综合征1型,604335,,,,无,,,
Squamous cell carcinoma of esophagus,食管癌,133239,,esophageal cancer,食管癌,声音异常，第五趾弯曲，恶心和呕吐，婴儿期喂养困难，食管癌，咳嗽，胸痛,,,
Adenocarcinoma of esophagus,巴雷特食管,614266,,barrett esophagus,巴雷特食管,肥胖，第五趾弯曲，恶心和呕吐，胃食管反流，婴儿期喂养困难，食管癌，咳嗽，Barrett食管，胸痛,,,
Myxoid/round cell liposarcoma,粘液样脂肪肉瘤,613488,,myxoid liposarcoma,粘液样脂肪肉瘤,皮下结节,,,
Atypical teratoid rhabdoid tumor,横纹肌样肿瘤易感综合征1型,609322,,rhabdoid tumor predisposition syndrome 1,横纹肌样肿瘤易感综合征1型,脑积水，大头畸形，易激惹，情感淡漠，癫痫发作，共济失调，肌无力，关节活动受限，恶心和呕吐，偏头痛，意识减弱/意识错乱，偏瘫/轻偏瘫，中枢神经系统恶性肿瘤,,,
Benign recurrent intrahepatic cholestasis type 2,良性复发型肝内胆汁淤积症2型,605479,,benign recurrent intrahepatic cholestasis 2,良性复发型肝内胆汁淤积症2型,瘙痒，碱性磷酸酶升高，胆石症，黄疸，肝内胆汁淤积，共结合高胆红素血症，肝脏肿大,AR,,
Benign recurrent intrahepatic cholestasis type 1,良性复发型肝内胆汁淤积症1型,243300,65682,benign recurrent intrahepatic cholestasis 1,良性复发型肝内胆汁淤积症1型,听力障碍，间歇性黄疸，肝内胆汁淤积伴发作性黄疸，肝脏肿大，瘙痒，共结合高胆红素血症，胰腺炎,AR,,
Charcot-Marie-Tooth disease type 4B1,charcot-marie-tooth病4B1型,601382,,charcot-marie-tooth disease type 4B1,charcot-marie-tooth病4B1型,"远端肌无力，远端肌肉萎缩，远端感觉障碍，异质性的，
面部神经麻痹，髓鞘不规则环路和局灶折叠，运动神经传导速度降低，近端肌肉无力，马蹄内翻足，脊柱侧弯，运动延迟，听觉诱发电位异常，远端肌肉萎缩",AR,,
Charcot-Marie-Tooth disease type 4B2,charcot-marie-tooth病4B2型,604563,,charcot-marie-tooth disease type 4B2,charcot-marie-tooth病4B2型,"马蹄内翻足，手劈裂，异质性的，运动神经传导速度降低，
远端肌肉萎缩，远端肌无力，神经反射消失，高弓足，脊柱侧弯，青光眼，洋葱鳞茎形成，足背屈无力，跨阈步态，节段性神经末梢脱髓鞘/髓鞘再生，腱反射减弱，青少年性发病，尺侧爪手，周围有髓鞘神经纤维数量减少，行走困难，槌状趾，远端感觉障碍，感音神经性耳聋",AR,,
Charcot-Marie-Tooth disease type 4A,charcot-marie-tooth病4A型,214400,,charcot-marie-tooth disease type 4A,charcot-marie-tooth病4A型,"远端感觉障碍，手劈裂，中枢神经系统髓鞘形成减少，异质性的，
急性进行性，外围轴索变性，青少年行走不能，腱反射减弱，基底层“洋葱头样”改变，神经反射消失，远端肌无力，尺侧爪手，脊柱侧弯，外周髓鞘形成障碍，槌状趾，运动神经传导速度降低，远端肌肉萎缩，运动延迟，周围有髓鞘神经纤维数量减少，婴幼儿期发病，肥厚性神经改变",AR,,
Autosomal dominant Charcot-Marie-Tooth disease type 2A2,charcot-marie-tooth病2A2型,609260,,charcot-marie-tooth disease type 2A2,charcot-marie-tooth病2A2型,"智能衰退，痉挛状态，IP，视神经萎缩，震颤，远端感觉障碍，屈曲挛缩，疼痛，听力障碍，表现度差异，
周围有髓鞘神经纤维数量减少，远端肌肉萎缩，运动神经传导速度降低，脊柱侧弯，洋葱鳞茎形成，缓慢病程，远端肌无力，
轴索变性/再生，高弓足，神经反射消失，腱反射减弱，跨阈步态，足背屈无力，反射亢进，外围轴突萎缩，巴彬斯基征，远端肌肉萎缩，槌状趾",AD，AR,IP,
Charcot-Marie-Tooth disease type 4D,charcot-marie-tooth病4D型,601455,,charcot-marie-tooth disease type 4D,charcot-marie-tooth病4D型,远端感觉障碍，步态不稳，节段性神经末梢脱髓鞘/髓鞘再生，神经传导速度降低，轴突缺失，远端肌无力，听力障碍，曲线性的自体荧光脂色素存储材料的轴突内堆积增加，神经反射消失，听觉诱发电位异常，腱反射减弱，马蹄内翻足高弓畸形，远端肌肉萎缩，青少年性发病，视觉诱发电位异常，手的异常，洋葱鳞茎形成，,AR,,
Charcot-Marie-Tooth disease type 4C,charcot-marie-tooth病4C型,601596,,charcot-marie-tooth disease type 4C,charcot-marie-tooth病4C型,"面部神经麻痹，舌萎缩，异质性的，表型多样性，眼球震颤，
行走困难，外围轴索变性，瞳孔对光反射异常，舌肌束震颤，听力障碍，远端肌无力，脑干听觉诱发电位延长，高弓足，远端感觉障碍，基底层“洋葱头样”改变，节段性末梢性脱髓鞘，大的周围有髓鞘神经纤维数量减少，远端肌肉萎缩，脊柱侧弯，运动神经传导速度降低，上肢肌无力，运动延迟",AR,,
Charcot-Marie-Tooth disease type 4F,charcot-marie-tooth病4F型,614895,,charcot-marie-tooth disease type 4F,charcot-marie-tooth病4F型,远端感觉障碍，声带麻痹，大的周围有髓鞘神经纤维数量减少，感觉性共济失调，运动神经传导速度降低，四肢肌肉无力，行走困难，基底层“洋葱头样”改变，缓慢病程，运动延迟，外周髓鞘脱失，脊柱侧弯，神经反射消失，肌萎缩，高弓足,AR,,
Charcot-Marie-Tooth disease type 4E,先天性低髓鞘形成性神经病,605253,,congenital hypomyelinating neuropathy ,先天性低髓鞘形成性神经病,周围神经病，运动神经传导速度降低，远端肌肉萎缩，运动延迟，颅神经异常，新生儿张力减退，外周髓鞘形成障碍，神经反射消失，远端肌无力，上肢肌无力，先天发病，洋葱鳞茎形成,AD，AR,,
Charcot-Marie-Tooth disease type 4H,charcot-marie-tooth病4H型,609311,,charcot-marie-tooth disease type 4H,charcot-marie-tooth病4H型,异质性的，上肢肌无力，外周髓鞘脱失，婴幼儿期发病，运动神经传导速度降低，神经反射消失，下肢远端肌无力，高弓足，蹒跚步态，洋葱鳞茎形成，运动延迟，脊柱侧弯，马蹄内翻足，腱反射减弱，周围有髓鞘神经纤维数量减少，远端感觉障碍，下肢远端肌肉肌萎缩，,AR,,
Charcot-Marie-Tooth disease type 4G,russe型遗传性运动感觉神经病,605285,,here ditary motor and sensory neuropathy，russe type,russe型遗传性运动感觉神经病,脊柱侧弯，腱反射减弱，行走困难，周围神经病，足部异常，轴突再生，进行性/渐进性，远端肌无力，外周髓鞘形成障碍，手的异常，大的周围有髓鞘神经纤维数量减少，运动神经传导速度降低,AR,,
Autosomal dominant Charcot-Marie-Tooth disease type 2F,charcot-marie-tooth病2F型,606595,,charcot-marie-tooth disease type 2F,charcot-marie-tooth病2F型,"手劈裂，异质性的，
肌肉痉挛，足背屈无力，远端肌无力，神经反射消失，远端感觉障碍，高弓足，跨阈步态，腱反射减弱，肌束震颤，远端肌肉萎缩，运动神经传导速度降低，慢性轴索神经病，尺侧爪手",AD,,
Autosomal dominant Charcot-Marie-Tooth disease type 2E,charcot-marie-tooth病2E型,607684,,charcot-marie-tooth disease type 2E,charcot-marie-tooth病2E型,"运动延迟，上睑下垂，高腭，脊柱侧弯，线状小体，表现度差异，屈曲挛缩，手劈裂，面部神经麻痹，结缔组织增多，
槌状趾，运动神经传导速度降低，远端肌肉萎缩，尺侧爪手，神经反射消失，远端肌无力，手部小肌肉发育低下，远端感觉障碍，高弓足，跨阈步态，腱反射减弱，足背屈无力",AD,,
Autosomal dominant Charcot-Marie-Tooth disease type 2I,charcot-marie-tooth病2I型,607677,,charcot-marie-tooth disease type 2I,charcot-marie-tooth病2I型,高弓足，神经反射消失，腱反射减弱，轴索变性/再生，跨阈步态，远端肌无力，周围有髓鞘神经纤维数量减少，远端肌肉萎缩，远端感觉障碍，上肢肌无力,AD,,
Autosomal dominant Charcot-Marie-Tooth disease type 2G,,608591,,,,"远端肌肉萎缩，远端肌无力，异质性的，
运动神经传导速度降低，周围有髓鞘神经纤维数量减少，
神经反射消失，高弓足，轴索变性/再生，远端感觉障碍，槌状趾，缓慢病程，跨阈步态，外围轴突萎缩，腱反射减弱",AD,,
Autosomal dominant Charcot-Marie-Tooth disease type 2K,charcot-marie-tooth病2K型,607831,,charcot-marie-tooth disease type 2K,charcot-marie-tooth病2K型,异质性的，神经反射消失，运动神经传导速度降低，脊柱侧弯，近端肌肉无力，周围有髓鞘神经纤维数量减少，远端肌无力，远端肌肉萎缩，远端感觉障碍，手劈裂，婴幼儿期发病，马蹄内翻足，轴突再生,AD，AR,,
Autosomal dominant Charcot-Marie-Tooth disease type 2J,charcot-marie-tooth病2J型,607736,,charcot-marie-tooth disease type 2J,charcot-marie-tooth病2J型,"外周髓鞘脱失，远端肌肉萎缩，感音神经性耳聋，
跨阈步态，足背屈无力，腱反射减弱，高弓足，神经反射消失，眼部异常，轴索变性/再生，呼吸系统异常，远端肌肉萎缩，远端感觉障碍，渐进性感音神经性听力损失，吞咽困难，远端肌无力",AD,,
Autosomal dominant Charcot-Marie-Tooth disease type 2A1,charcot-marie-tooth病2A1型,118210,,charcot-marie-tooth disease type 2A1,charcot-marie-tooth病2A1型,异质性的，运动神经传导速度降低，远端肌肉萎缩，远端肌无力，发病期，周围有髓鞘神经纤维数量减少，外围轴突萎缩，槌状趾，远端肌肉萎缩，远端感觉障碍，轴索变性/再生，高弓足，神经反射消失，腱反射减弱，缓慢病程，足背屈无力，洋葱鳞茎形成，跨阈步态，,AD,,
Autosomal dominant Charcot-Marie-Tooth disease type 2L,charcot-marie-tooth病2L型,608673,,charcot-marie-tooth disease type 2L,charcot-marie-tooth病2L型,异质性的，肌电图:慢性失神经支配的征象，远端肌肉萎缩，远端肌无力，大的周围有髓鞘神经纤维数量减少，轴索性周围神经病，高弓足，神经反射消失，感觉动作电位波幅降低，腱反射减弱，脊柱侧弯，远端感觉障碍,AD,,
Idiopathic pulmonary hemosiderosis,特发性肺含铁血黄素沉着症,178550;235500,,,,肺纤维化，复发性肺内出血，咯血，缺铁性贫血，短暂肺浸润，呼吸功能不全，IgA缺乏，呼吸系统异常,AD，AR,,
Autosomal dominant Charcot-Marie-Tooth disease type 2B,charcot-marie-tooth病2B型,600882,,charcot-marie-tooth disease type 2B,charcot-marie-tooth病2B型,足背屈无力，脚自发性离断，腱反射减弱，高弓足，跨阈步态，神经反射消失，远端肌无力，轴索变性/再生，槌状趾，运动神经传导速度降低，远端肌肉萎缩，周围有髓鞘神经纤维数量减少，趾甲营养不良，扁平足，外围轴突萎缩，由于感觉神经病变导致的末节骨髓炎或坏死（脚/足）,AD,,
Autosomal dominant Charcot-Marie-Tooth disease type 2C,charcot-marie-tooth病2C型,606071,,charcot-marie-tooth disease type 2C,charcot-marie-tooth病2C型,"肌萎缩，IP，脊柱侧弯，远端肌无力，尿失禁，肩膀下斜，槌状趾，尿急，喘鸣，身材矮小，感音神经性耳聋，感觉神经病，
膈肌无力，外展神经麻痹，呼吸衰竭，动眼神经麻痹，足背屈无力，阻塞性睡眠呼吸暂停，声带麻痹，腱反射减弱，肋间肌无力，神经反射消失，高弓足，远端感觉障碍，远端感觉神经动作电位降低，发病期，肩胛带肌肉萎缩",AD,IP,
Autosomal dominant Charcot-Marie-Tooth disease type 2D,charcot-marie-tooth病2D型,601472,,charcot-marie-tooth disease type 2D,charcot-marie-tooth病2D型,远端肌肉萎缩，上肢肌无力，上肢肌萎缩，第一骨间肌萎缩，第一骨间肌无力，发病期，感冒引起的手抽筋，大鱼际肌肉无力，远端感觉障碍，槌状趾，鱼际肌肉萎缩，高弓足，腱反射减弱，脊柱侧弯，缓慢病程,AD,,
Hydatidiform mole,复发性葡萄胎1型,231090;614293,,recurrent hydatidiform mole 1,复发性葡萄胎1型,贫血，恶心和呕吐，自然流产，先兆子痫，子宫增大，月经过多,,,
Pigeon-breeder lung disease,鸽肺病,145300,,,,过敏性肺炎,AD,,
Acyl-CoA dehydrogenase 9 deficiency,乙酰COA脱氢酶缺乏症,611126,,acyl-coa dehydrogenase 9 deficiency,乙酰COA脱氢酶缺乏症,肌张力减退，卒中，脑病，乳酸酸中毒，肥厚性心肌病，运动耐受力，二羧酸尿症，肝脏转氨酶升高，血小板减少，低血糖，脑水肿，充血性心力衰竭，扩张型心肌病，小泡性肝脂肪变性，肌无力，肝功能衰竭,AR,,
